name,scheme
Sanatoriul NUFĂRUL ALB S.R.L.,eTenders
MEDISAN Î.S.,eTenders
PIVDENI KURORT SERVICE,eTenders
S.P.B. CONSTRUCTORUL Î.S.,eTenders
MAXLINIE-COMP S.R.L.,eTenders
CERNOVA ALINA Î.I.,eTenders
TAXAR-AGRO S.R.L.,eTenders
S.R.L. EXIVLADIM,eTenders
S.C. AXEDUM S.R.L.,eTenders
"CENTRUL REPUBLICAN EXPERIMENTAL PROTEZARE, ORTOPEDIE ŞI REABILITARE Î.S.",eTenders
AGROFERMOTECH S.R.L.,eTenders
NOBIL INVEST S.R.L.,eTenders
"A.F.Marcotec Bucuresti - Consulting, Engineering, Marketing S.R.L.",eTenders
SUPRATEN S.A.,eTenders
S.C. ANELITA PRIM S.R.L.,eTenders
LITERA A.V.N. S.R.L.,eTenders
INSTRUMED GRUP S.R.L.,eTenders
OBRIJANU GHENADIE ALEXANDRU,eTenders
DAAC-AUTOTEST S.R.L.,eTenders
S.R.L. VAROS-PAN,eTenders
TOR-AUTO S.R.L.,eTenders
PROMEDLEX S.R.L.,eTenders
S.R.L. VIPROMED SERVICE,eTenders
S.R.L. LEOSAD-PLUS,eTenders
S.R.L. ALFIN SERVICE,eTenders
Î.M. ALIMPRODAN,eTenders
S.C. PETRAN-COM S.R.L.,eTenders
"""Deleu - Delev""",eTenders
"Filiala Întreprinderii de Stat ""Poşta Moldovei"", Centrul de Poştă Bălţi",eTenders
"""Moldpresa Grup""",eTenders
MONOTIP S.A.,eTenders
CRISTEF TURTRANS S.R.L.,eTenders
Fundaţia de Binefacere Casa Providenţei,eTenders
FLONA S.R.L.,eTenders
PARAMETIMPEX S.R.L.,eTenders
MILIOM AUTO S.R.L.,eTenders
S.A. TIPOGRAFIA-HÎRTIE,eTenders
IZVORUL CUCULUI S.R.L.,eTenders
EDITURA UNIVERSUL Î.S.,eTenders
VIVODENT S.R.L.,eTenders
NEGA S.R.L.,eTenders
Î.M. CHÂTEAU VARTELY S.R.L.,eTenders
"COMBINATUL DE VINURI DE CALITATE ""MILEŞTII MICI"" Î.S.",eTenders
Î.C.S. EUROFARMACO S.A.,eTenders
S.C. BIOMEDSERVICE S.R.L.,eTenders
LINDO S.R.L.,eTenders
ADRIGA-VIS S.R.L.,eTenders
SAGITOD - GRUP S.R.L.,eTenders
TEREHOV IURI IVAN,eTenders
S.C. ARHSTUDIO CUB S.R.L.,eTenders
TINUCRIS S.R.L.,eTenders
CHIGHEON S.R.L.,eTenders
BEST FLOWERS S.R.L.,eTenders
Faclia S.R.L,eTenders
QMS LIMITED S.R.L.,eTenders
BIMCON-SERVICE S.R.L.,eTenders
"S.C. ""TOP GEOCART"" S.R.L.",eTenders
FLAVIRON S.R.L.,eTenders
SINDMOL S.R.L.,eTenders
FLERIXON S.R.L.,eTenders
GHEORGHE LECA Î.I.,eTenders
TAMKAR S.R.L.,eTenders
S.C. PEISAJ - ART S.R.L.,eTenders
Liana- Intermedia,eTenders
OXFORT-PRIM S.R.L.,eTenders
RAP PHARMA INTERNATIONAL S.R.L.,eTenders
ACVAN PLUS S.R.L.,eTenders
S.C. ART-VEGA S.R.L.,eTenders
SPECIMEN S.R.L.,eTenders
S.C. ELIGIBIL-CON S.R.L.,eTenders
PROREDOX GROUP S.R.L.,eTenders
ARH-EST STUDIO S.R.L.,eTenders
Î.C.S. EUROPEAN ELECTRICAL EQUIPMENT E.NEXT S.R.L.,eTenders
S.R.L. MOTARI LUX,eTenders
POLISIMBOL S.R.L.,eTenders
GT Belivaca Mihail Alexei,eTenders
Î.M. GRAWE CARAT Asigurări S.A.,eTenders
CARTUŞ Î.S.,eTenders
ATRACTIV INVEST S.R.L.,eTenders
GRAND LIFT S.R.L.,eTenders
AMELINA-MOB S.R.L.,eTenders
S.R.L. TERRA ARB GRUP,eTenders
FERTILITATEA-IALOVENI S.A.,eTenders
CAMPINGUL DIN VADUL LUI VODĂ S.R.L.,eTenders
Î.M.R.E.I. LUMTEH,eTenders
VION-IMPEX S.R.L.,eTenders
DIVIMEX GRUP S.R.L.,eTenders
S.C. MEDORIENTSTAR S.R.L.,eTenders
S.C. PROFSISTEM S.R.L.,eTenders
S.C. SONARIS - COM S.R.L.,eTenders
S.C. VILOCOMSTIL S.R.L.,eTenders
S.C. P.V. CONST-SERVICE S.R.L.,eTenders
AP SISTEM S.R.L.,eTenders
S.C. DARCONSTRUCT MRVD S.R.L.,eTenders
S.C. BOGOS-PRIM S.R.L.,eTenders
BIROTIX-COM S.R.L.,eTenders
ALG CAPITAL S.R.L.,eTenders
S.C. SELINIC - CONS S.R.L.,eTenders
PROTECŢIA S.A.,eTenders
S.C. FAINA LUMINA S.R.L.,eTenders
ETERNCONSTRUCT S.R.L.,eTenders
MARION-PLUS S.R.L.,eTenders
PRODLUXCONS S.R.L.,eTenders
S.C. MEDIAPROSPECT S.R.L.,eTenders
Î.S. INSTITUTUL DE DEZVOLTARE A SOCIETĂŢII INFORMAŢIONALE,eTenders
INSTITUTUL DE ŞTIINŢE ALE EDUCAŢIEI,eTenders
S.C. FOREMCONS S.R.L.,eTenders
DAC-SPECTROMED,eTenders
ROM-VIC S.R.L.,eTenders
PROTECŢIA PLANTELOR Î.S.,eTenders
S.C. PRESTIGIU-AZ S.R.L.,eTenders
Î.M. PROJECT CONSULTING NETWORK S.R.L.,eTenders
DSRM-3 S.A.,eTenders
S.C. FASCONS PLUS S.R.L,eTenders
DI & TRADE ENGINEERING S.R.L.,eTenders
GRAFICART S.R.L.,eTenders
CAZACU S.R.L.,eTenders
S.C. PROMO-SOLUŢII S.R.L.,eTenders
LAXVA COM S.R.L.,eTenders
S.C. NUMEX&CO S.R.L.,eTenders
"Î.M. ""ТÎРĂÎÂЫЙ ДÎМ ""ÎДЕСКАБЕЛЬ-МÎЛДÎÂА"" S.R.L.",eTenders
MOLDSERCON S.R.L.,eTenders
ACVILA-SPORT S.A.,eTenders
APOLO SPORT S.R.L.,eTenders
CONSTRONG S.R.L.,eTenders
S.C. CRISTRANSCOM S.R.L.,eTenders
S.R.L. ALANCRIS,eTenders
CREDO-C S.R.L.,eTenders
SONDICOM S.R.L.,eTenders
REMCOR-RAPID S.R.L.,eTenders
SIMCON-LUX S.R.L.,eTenders
S.C. DUBLU SENS S.R.L,eTenders
MS-PROD S.R.L.,eTenders
S.C. CUCURUZ NICOLAE S.R.L.,eTenders
Caisley International GMBH,eTenders
Î.M. SUDZUCKER-MOLDOVA S.A.,eTenders
Î.C.S. AGRIMATCO-SERVICE S.R.L.,eTenders
FERTILITATEA-CHIŞINĂU S.A.,eTenders
ProBusinessNord,eTenders
A.O Centrul International de promovare a femeilor in Business,eTenders
Centrul regional de dezvoltare socio economica,eTenders
HOVERCRAFT S.R.L.,eTenders
S.R.L. VICTAD - VM,eTenders
CORNICONS S.R.L.,eTenders
ELPO S.R.L.,eTenders
ARTIZANA S.A.,eTenders
CROITOR-TRICOT S.R.L.,eTenders
S.C. SBC-PROIECT S.R.L.,eTenders
S.A. MAGISTRALA,eTenders
ŞAHREVAR S.R.L.,eTenders
LANITRON S.R.L.,eTenders
CONSTRUCT-LUX TG S.R.L:,eTenders
EUROGALEX PRIM S.R.L.,eTenders
STANDARD IMPEX S.R.L.,eTenders
VETZOOAGRO S.R.L.,eTenders
VETFARM S.R.L.,eTenders
Casele de Odihnă şi Recuperare PERLELE NISTRULUI S.R.L.,eTenders
VENT SISTEM-COMPANIE CLIMATICA S.R.L.,eTenders
CHISTRUGA IVAN VLADIMIR,eTenders
S.C. CRISMIRAD S.R.L,eTenders
CLEBER S.R.L.,eTenders
S.C. PROMAGIS-PRIM S.R.L.,eTenders
CARTDIDACT S.R.L.,eTenders
MEDTEHFARM S.R.L.,eTenders
EUROSERVICES S.R.L.,eTenders
CONTINENT S.R.L.,eTenders
DIAGROS IMOBIL GRUP S.R.L.,eTenders
TRIVENT COM S.R.L.,eTenders
ANADEM-CONSTRUCT S.R.L.,eTenders
OLCRISCOM S.R.L.,eTenders
DERMENGI ION ION,eTenders
S.C. ENERGECONOM S.R.L.,eTenders
S.C. ELECTROTEST-GRUP S.R.L.,eTenders
ELECTROMOTOR-SERVICE S.R.L.,eTenders
DUO-EGO S.R.L.,eTenders
S.C. AERSIS-MF S.R.L.,eTenders
AO ”Asociația Frizerilor din Republica Moldova”,eTenders
CAMERA DE COMERŢ ŞI INDUSTRIE A REPUBLICII MOLDOVA,eTenders
AO ”Asociația Culinarilor Catering Moldova”,eTenders
ALEXION STAR S.R.L.,eTenders
SEVASTIAN-ALFA Î.I.,eTenders
S.R.L. TEHNOSTEL-CAR,eTenders
OAZA S.R.L.,eTenders
AQUATEH S.R.L.,eTenders
Vasilachi Ion Constantin GȚ,eTenders
O-Video S.R.L.,eTenders
S.R.L. VIBIMOBIL,eTenders
VLASERCOM S.R.L.,eTenders
RCF-PRIM S.R.L.,eTenders
Î.M. SUPRAMED S.R.L.,eTenders
INFO-PRIM NEO S.R.L.,eTenders
S.C. ALDOS GRUP S.R.L.,eTenders
GLOBEINVENT S.R.L.,eTenders
MIVERON-COM S.R.L.,eTenders
Lights Up Professional SRL,eTenders
NEOFLORA S.R.L.,eTenders
NICOLAE GH.LUPAŞCU Î.I.,eTenders
FLOWER BLOOM S.R.L.,eTenders
Ecotehlider SRL ,eTenders
FEODORA CONSTRUCT S.R.L.,eTenders
S.R.L. NBU-PROIECT,eTenders
"Asociația Obștească Consiliile Americane pentru Învățămînt Internațional  Moldova ""AO ACTR-ACCELS""",eTenders
7 SERVICII IMOBILIARE S.R.L.,eTenders
",,Orbita-9,,",eTenders
VEGA-L S.R.L.,eTenders
S.R.L. DIDACT-SV,eTenders
140 DB RENT S.R.L.,eTenders
FLORENI S.A.,eTenders
LOWATT-ELECTRONICS S.R.L.,eTenders
F.C.P. REVERSIB SRL,eTenders
METANTENC S.R.L.,eTenders
CEBOTARI STANISLAV GRIGORE,eTenders
S.C. MEDIA MONITORING S.R.L.,eTenders
S.C. CONSFIRMGRUP S.R.L.,eTenders
LOGICALPOINT S.R.L.,eTenders
S.C. STRUCTURAL CONSTRUCT S.R.L.,eTenders
S.C. ADM-REPARAŢIE S.R.L.,eTenders
VL CONSULT SERVICE S.R.L.,eTenders
S.R.L. TERMOLIFE,eTenders
S.C. UNIVERSALMONTAJ S.R.L.,eTenders
CURĂŢENIE SAN-PROF S.R.L.,eTenders
EURO-SERVICE S.R.L.,eTenders
VOLARE-TUR S.R.L.,eTenders
Î.C.S. NOBIL-CLUB S.R.L.,eTenders
S.R.L. MUZCAFE PLUS,eTenders
S.R.L. SERVEST-AGRO,eTenders
SLAVANS-GRAFICA S.R.L.,eTenders
S.R.L.”Bitunova România”,eTenders
P.P. ODORAŞUL S.R.L.,eTenders
TIPOGRAFIA RECLAMA S.A.,eTenders
STEJAUR-MARKET S.A.,eTenders
S.C. ITSC PLUS S.R.L.,eTenders
B.C. MOLDOVA-AGROINDBANK S.A.,eTenders
LUXCONSISTEM S.A.,eTenders
SECURITATE FGM S.R.L.,eTenders
CONSULTING & MANAGEMENT AGENCY S.R.L.,eTenders
S.C. IUVAS S.R.L.,eTenders
"SRL ""Canindsport",eTenders
DRAGOMAN-COM S.R.L.,eTenders
S.C. ROLVIT-ND S.R.L.,eTenders
S.C. SERVTEL-ELECTRO S.R.L.,eTenders
Î.I. DICUSAR VEACESLAV,eTenders
MAZÎLU ANGELA PIOTR,eTenders
JUSTSTUDIUMANIMA S.R.L.,eTenders
VLADALINA S.R.L.,eTenders
Firma ILP SRL,eTenders
COLOTEIA S.R.L.,eTenders
DETRAX-LUX S.R.L.,eTenders
EDITURA DIDACTICĂ LUMINA О.S.,eTenders
INCONARM S.A.,eTenders
BELSTIL-MOBILA S.R.L.,eTenders
METATRON S.A.,eTenders
ACM - MUNCEŞTI S.R.L.,eTenders
S.C. IMONA GRUP S.R.L.,eTenders
S.C. LYCEUM S.R.L.,eTenders
S.R.L. MARSHARCON,eTenders
RĂDOP GRUP S.R.L.,eTenders
S.C. ARMICOM S.R.L.,eTenders
S.R.L. MOREAL-PLUS,eTenders
S.C. PROGAMACONS S.R.L.,eTenders
PROINFORM S.R.L.,eTenders
CERVAC TATIANA О.I.,eTenders
BAZA AUTO A CANCELARIEI DE STAT A REPUBLICII MOLDOVA,eTenders
S.R.L. ANDRIMAR - GRUP,eTenders
Î.S. DIRECŢIA SERVICII PENTRU CORPUL DIPLOMATIC,eTenders
S.A. UTA-IMPEX S.R.L.,eTenders
URECOOP DIN STRĂŞENI,eTenders
S.R.L.”Gloria”,eTenders
S.C. LEMFABRIC S.R.L.,eTenders
A.O. Centru Strategii si Politici de Sanatate,eTenders
S.C. BASTER-MEDIA S.R.L.,eTenders
Î.M. ASCENDIS CONSULTING S.R.L.,eTenders
SABRIS COM S.R.L.,eTenders
AMARFII ION VASILE,eTenders
ADRIA-MOBIL S.R.L.,eTenders
S.C. PRIMLINIA S.R.L.,eTenders
GȚ-Bîzgan V,eTenders
TETLEM S.R.L.,eTenders
INTERACCES - M S.R.L.,eTenders
S.C. SETUM-CONSTRUCT S.R.L.,eTenders
DELIUS S.R.L.,eTenders
VITION VERONICA CONSTANTIN,eTenders
CAZACU DOINA RODION,eTenders
Î.I. LUNCAŞU DIANA,eTenders
LORINELA GRUP S.R.L.,eTenders
FARMAPRIM S.R.L.,eTenders
"Institutia Privata ""Editura ARC""",eTenders
ŞTIINŢA О.S.E.P.,eTenders
PRUT INTERNAŢIONAL S.R.L.,eTenders
Asociatia Obsteasca Princeps,eTenders
DORTEHTRANS S.R.L.,eTenders
GARANT DESIGN S.R.L.,eTenders
LEGION-GRUP S.R.L.,eTenders
Centrul de Teatru din Moldova,eTenders
S.C. TRIOMAC S.R.L.,eTenders
Î.I. BEZNOS VICTOR,eTenders
S.C. POLIMONTAJ S.R.L.,eTenders
Î.M. EDIL CONS LENIC S.R.L.,eTenders
OBADĂ GRUP S.R.L.,eTenders
CORTAMCOL S.R.L.,eTenders
S.C. NATALCOM S.R.L.,eTenders
TROFANATA S.R.L.,eTenders
ŞAFRANĂX S.R.L.,eTenders
CEAI-INTER-GRUP S.R.L.,eTenders
S.C. VIOCRIS-IMPEX S.R.L.,eTenders
F.P.C. ANGROCONSCOM S.R.L.,eTenders
FABRICA DE BRÎNZETURI DIN CAHUL S.A,eTenders
MENALINA IMPEX S.R.L.,eTenders
REAL PRINT S.R.L.,eTenders
S.C. ANDIGOR S.R.L.,eTenders
S.C. SILVA TRADING S.R.L.,eTenders
OOO ”Regula Baltija”,eTenders
"I.Î. ŞCOALA PROFESIONALĂ NR. 3, MUN. CHIŞINĂU",eTenders
I.Î. ŞCOALA PROFESIONALĂ NR.8 mun. Chişinău,eTenders
"I.Î. ŞCOALA PROFESIONALĂ NR.7, MUN CHIŞINĂU",eTenders
ŞCOALA PROFESIONALĂ NR. 9,eTenders
COLEGIUL TEHNOLOGIC DIN OR. CHIŞINĂU,eTenders
Asociația Obștească Insula Speranțelor,eTenders
INSULA SPERANŢELOR S.R.L.,eTenders
RUTCOVSCHI ANDRIEŞ Î.I.,eTenders
S.C. GT-TEHNOLOGII S.R.L.,eTenders
Firma CND S.R.L.,eTenders
S.R.L. PROIECT ENERGETIC,eTenders
AGW EXPERT GROUP S.R.L.,eTenders
ACGV ENERGOEXPERT SERVICE S.R.L.,eTenders
VENCIUR-REZERVĂ S.A.,eTenders
Î.M. KARCHER S.R.L.,eTenders
SOLOMON COM S.R.L.,eTenders
DANOVA-PRIM S.R.L.,eTenders
"SRL,, I.L.P.''",eTenders
S.C. ELENA TIMOTINA S.R.L.,eTenders
VINĂRIA DIN VALE S.A.,eTenders
DASTIC MIHAI Î.I.,eTenders
LARSAN-NOR S.R.L.,eTenders
SUNNY TRAVEL S.R.L.,eTenders
S.A. DRUMURI-EDINEŢ,eTenders
PRESTAR-PLUS S.R.L.,eTenders
DONARIS GROUP S.A.,eTenders
GOLIAT-VITA S.R.L.,eTenders
Î. I. SIMION  CLIPA,eTenders
S.C. REBDACONS S.R.L.,eTenders
S.R.L. ANSERPLAST,eTenders
S.C. CIMTERMIC S.R.L.,eTenders
MARISTECONS S.R.L.,eTenders
Î.I. PĂDUREŢ  ALEXANDRU,eTenders
TENERAB-BAŞ CIU S.R.L.,eTenders
OPTIC-LUX S.R.L.,eTenders
S.C. INSTALSISTEM S.R.L.,eTenders
S.C. NEW TONE S.R.L.,eTenders
GHIMNIC S.R.L.,eTenders
AMBORIO S.R.L.,eTenders
TECHNO SMART SERVICE S.R.L.,eTenders
S.C. IVLEVI S.R.L.,eTenders
UNICONS AI S.R.L.,eTenders
S.R.L. DIGITAL INVEST,eTenders
Î.M. O-VIDEO GRUP S.R.L.,eTenders
Agenţia Estoniană de Asigurare a Calităţii,eTenders
S.R.L. DENALEX-EXIMGRUP,eTenders
ICT SOLUŢII S.R.L.,eTenders
S.R.L. NAVI SOLUTIONS,eTenders
PACIFIC MOTORS MOLDOVA S.R.L.,eTenders
CARAUTO SERVICE S.R.L.,eTenders
APARTAMENT & CONSULTING S.R.L.,eTenders
ADRIKA S.R.L.,eTenders
FIRMA DANIEL SRL,eTenders
OLMOSDON S.R.L.,eTenders
F.P.C. PRODOMUS S.R.L.,eTenders
V.COLUN Î.I.,eTenders
RUSU VALERIU Î.I.,eTenders
CARUN SRL,eTenders
S.C. LUXGAZ S.R.L.,eTenders
"""I.L.P."" SRL",eTenders
TECHNO-INOX S.R.L.,eTenders
BINAMEX-M S.R.L.,eTenders
S.C. ALTERNOMATIX S.R.L.,eTenders
LUCIREX-COM S.R.L.,eTenders
S.R.L. CONAPRIM GRUP,eTenders
"""ADOR MOBILA"" SRL",eTenders
Rapiscan Systems LTD,eTenders
EVOSISTEM & COM S.R.L.,eTenders
SILVA TRADING SRL,eTenders
Î.M. ENTOFARM S.R.L.,eTenders
OP Garda C4 SRL,eTenders
TEHNO-NAVIGARE S.R.L.,eTenders
MOTOR STAR S.R.L.,eTenders
NICONES-GRUP S.R.L.,eTenders
T.P.I. - PHARM S.R.L.,eTenders
AROXAN SERVICE S.R.L.,eTenders
SC AF Marcotec Bucuresti CEM SRL,eTenders
F.C.P. CORNA S.R.L.,eTenders
ORMOTEX S.A.,eTenders
S.C. DOMUS AUTO S.R.L.,eTenders
MEDINTERGRUP S.R.L.,eTenders
S.C. Europlast S.R.L.,eTenders
MARKETING & PR S.R.L.,eTenders
"SC ""MOBILIS"" SRL",eTenders
MN SPERANŢA S.R.L.,eTenders
LUMINTEHNICA S.R.L.,eTenders
S.C. TEHMOTIV S.R.L.,eTenders
CAMELON-CONS S.R.L.,eTenders
AUTOPRIM SERVICE S.A.,eTenders
UNICOMPRO S.R.L.,eTenders
"SRL ""ILP""",eTenders
Î.C.S. BM TECHNOTRADE S.R.L.,eTenders
SARCO - SERVICE S.R.L.,eTenders
Î.M. 5AQ INVEST S.R.L.,eTenders
SALTICA-LUX S.R.L.,eTenders
WEST BUY SRL,eTenders
Reprezentanţa din Moldova a Companiei FRESENIUS MEDICAL CARE DEUTSCHLAND GMBH,eTenders
FAINA ANDREI ALEXANDRU,eTenders
POSPROMO GRUP S.R.L.,eTenders
S.C. GOLTVIS LUX S.R.L.,eTenders
GULEOST S.R.L.,eTenders
S.C. ARTMOBILA S.R.L.,eTenders
STAR TEHNO ENGINEERING S.R.L.,eTenders
S.C. ANGROSET S.R.L.,eTenders
AQUA-PRUT S.A.,eTenders
ELCOM S.A.,eTenders
UNISIM-SOFT S.R.L.,eTenders
EURO COSMETIC S.R.L.,eTenders
HENDRIX  BAIL S.R.L.,eTenders
MEDIASUCCES S.R.L.,eTenders
GOIANA PETR.CO S.R.L.,eTenders
Î.M. EUROPEAN SOFTWARE COMPANY S.R.L.,eTenders
HOTELUL ZAREA О.S.,eTenders
S.C. LABITON S.R.L.,eTenders
SANAIR-SERVICE S.R.L.,eTenders
OSTEOMED-M S.R.L.,eTenders
ELEN-CRIS GRUP S.R.L.,eTenders
DIRON S.A.,eTenders
"S.R.L.,,Tehnic Consulting Engineering România",eTenders
Primorie,eTenders
Î.C.S. SPICA VZI S.R.L.,eTenders
S.R.L. MAXTEH DESIGN,eTenders
S.C. TOTAL GRAVURĂ S.R.L,eTenders
S.C. BLANCONSTRUCT S.R.L.,eTenders
"S.A. ,,Drumuri-Edineț,,",eTenders
"S.A. ,,Drumuri Bălți,,",eTenders
"S.R.L. ,,Magistrala Nord,,",eTenders
"S.R.L. ,,Drumuri Briceni,,",eTenders
"S.R.L. ,,Gloria,,",eTenders
CONS-VIAND S.R.L.,eTenders
"S.R.L. ,,Drumuri Ialoveni,,",eTenders
S.A. DRUMURI   CĂINARI,eTenders
S.C. AMFITECONS S.R.L.,eTenders
MARDARI IURIE DUMITRU,eTenders
Î.M. DIRECŢIA DE CONSTRUCŢII CAPITALE COMANDITAR UNIC ORAŞULUI BALŢI,eTenders
S.A. TIPOGRAFIA  ŞTEFAN-VODĂ,eTenders
DIANULEA & CO S.R.L.,eTenders
Pivdeni Kurort Service,eTenders
",,Primorie""",eTenders
Zolotaia Niva,eTenders
SRL STAŢIUNEA BALNEOCLIMATERICĂ CODRU,eTenders
"CENTRUL REPUBLICAN DE RECUPERARE A INVALIZILOR ŞI PENSIONARILOR ""SPERANŢA""",eTenders
Î.M. ISEPS-FARMA S.R.L.,eTenders
ASOCIAŢIA OBŞTEASCĂ „AGENŢIA NAŢIONALĂ DE DEZVOLTARE RURALĂ (ACSA)”,eTenders
S.R.L. AFLUX-PRIM,eTenders
Compania ASITO S.A.,eTenders
INGINER CRM S.R.L.,eTenders
S.C. VLAD STRATAN SRL,eTenders
"SRL ""Volta""",eTenders
CONFORT SERVICE S.R.L.,eTenders
S.A. DRUMURI-TARACLIA SA,eTenders
"S.A ,,Drumuri Cantemir,,",eTenders
Î.I. TRIFAN SIMION,eTenders
Sanmedico,eTenders
Plagiat-Sistem Antiplagiat prin Internet SRL,eTenders
S.C. RGP GRUP S.R.L.,eTenders
MOTODINAMIX-GRUP S.R.L.,eTenders
CEBAN DINU VASILE,eTenders
TELECOM-PAGER S.R.L.,eTenders
1.	S.C. „Silva Trading” S.R.L.,eTenders
S.C. NM CONSTRUCT S.R.L.,eTenders
URALIS S.R.L.,eTenders
Giesecke & Devrient GmbH,eTenders
"""Starmax"" SRL",eTenders
Î.I. PAVLUSI RIMA,eTenders
S.R.L. PROTUVIM-AGRO,eTenders
PROFTEHGRUP S.R.L.,eTenders
G.P.N. S.R.L.,eTenders
NICOLAEV CONSTANTIN Î.I.,eTenders
S.R.L. ORTOFIX,eTenders
PROFILAXIE-STOVBUN Î.I.,eTenders
OGNES-NORD S.R.L.,eTenders
CURAT LUX S.R.L.,eTenders
Î.M. DELMAR CONSTRUCTION S.R.L.,eTenders
WIZCONTABIL S.R.L.,eTenders
"Sanatoriul,,Primore""",eTenders
"Sanatoriul,,Zootaia Niva""",eTenders
"Sanatoriul,,Pivdeni-Kurort-Service""",eTenders
DONAL-ELECTRO S.R.L.,eTenders
Regula Baltija SIA,eTenders
C.P. DACIA-90,eTenders
S.C. UNIMOND - PRO S.R.L.,eTenders
ENERGGRUP BT S.R.L.,eTenders
AEROPORT CATERING S.A.,eTenders
ROYAL PUBLIC S.R.L.,eTenders
QUEEN'S RESIDENCE PARK S.R.L.,eTenders
S.C. ECOLUX S.R.L.,eTenders
DOICOV VALERIAN VASILI,eTenders
DAMIAN MIHAIL ION,eTenders
COMPANIA ELECTRICĂ S.A.,eTenders
S.R.L. SMALCON PRIM,eTenders
Î.M. BALCAN-LEC S.R.L.,eTenders
Î.C.S. DERMOCOSMETICA S.R.L.,eTenders
SC Casa Invest SRL,eTenders
S.R.L. TAVICONST GRUP,eTenders
O.P. VIDEO ACCES SISTEM S.R.L.,eTenders
" SC SILVA TRADING SRL",eTenders
MOLDAUDITING S.R.L.,eTenders
ZOOFARMAGRO S.R.L.,eTenders
MEDICAMENTUM S.A.,eTenders
PLATON-LUNGU DORINA GHEORGHE,eTenders
MUNTEANU MIHAIL VEACESLAV,eTenders
MOBILEMN GRUP S.R.L.,eTenders
ARSENAL S.R.L.,eTenders
S.C. „Revismed” S.R.L.,eTenders
SAROSIS S.R.L.,eTenders
DCS LABORATORY S.R.L.,eTenders
V.Colun Î.I.,eTenders
BRV ISTCOM S.R.L.,eTenders
FARMACIA FAMILIEI S.R.L.,eTenders
MAVACTIV S.R.L.,eTenders
VATRA-MADDATAR SRL,eTenders
S.C. HIPERTEH S.R.L.,eTenders
S.R.L. ALTERNOSFERA,eTenders
PANalytical B.V.,eTenders
Î.M. AUSTRAL OFFICE SUPPLIES S.R.L.,eTenders
Î.C.S. BAKER TILLY KLITOU AND PARTNERS S.R.L.,eTenders
CRISTEA MARIA VASILE,eTenders
GROX-PLUS S.R.L.,eTenders
S.C. PLAI MAGIC S.R.L.,eTenders
S.C. ARTEZAUR - DECOR S.R.L.,eTenders
”Princeps”,eTenders
BEL-N.B. S.R.L.,eTenders
MOSCOVICI CONSTANTIN IACOV,eTenders
Editura ”Arc”,eTenders
AO „Institutul Casei Pasive”,eTenders
ILVI-PAC S.R.L.,eTenders
IRIS-ARHPEISAJ S.R.L.,eTenders
IRILAND S.R.L.,eTenders
S.C. AUTO GHERA S.R.L.,eTenders
TOTAL MEDICAL SYSTEM S.R.L.,eTenders
ELIO DESIGN S.R.L.,eTenders
S.C. CINC- STAR S.R.L.,eTenders
POLITRANS S.R.L.,eTenders
"S.R.L. ,,I.L.P.''",eTenders
"Î.S. CENTRUL DE CARANTINĂ, IDENTIFICARE, EXPERTIZE DE ARBITRAJ ŞI DEZINFECTARE A PRODUCŢIEI",eTenders
S.R.L. VICRON-ECO,eTenders
NOVA TECH MALL S.R.L.,eTenders
"ООО""Приморъе""",eTenders
Î.M. ANCARO-S.V. S.R.L.,eTenders
VIOMAS TEX S.R.L.,eTenders
S.C. BIOGLOBAL S.R.L.,eTenders
S.C. SUPRACOLOR SRL,eTenders
S.C. INPRINT-COM S.R.L.,eTenders
CENTRUL AUTO KAMAZ S.R.L.,eTenders
S.A. CET NR.2 din Chişinău,eTenders
VACANŢA-TUR SRL,eTenders
AO CONCEB,eTenders
PRO SĂNĂTATEA S.R.L.,eTenders
DIRECŢIA ÎNVĂŢĂMÎNT ŞTEFAN VODĂ,eTenders
DIRECŢIA ÎNVĂŢĂMÎNT A CONSILIULUI RAIONAL CIMIŞLIA,eTenders
"DITS Făleşti, tabăra ,,Romantica""",eTenders
"DITS Falesti, tabăra,,Olimp""",eTenders
DIRECŢIA ÎNVĂŢĂMÎNT TINERET ŞI SPORT DROCHIA,eTenders
PRIMĂRIA ORAŞULUI TARACLIA,eTenders
DIRECŢIA ÎNVĂŢĂMÎNT CĂLĂRAŞI,eTenders
DIPO-CONSULTING S.R.L.,eTenders
TERMOELECTRICA S.A.,eTenders
DEBRA STUDIO DESIGN S.R.L.,eTenders
EXIMOTORS.A.,eTenders
Î.C.S.CBS MOTORSS.R.L.,eTenders
NEOMATRIXS.R.L.,eTenders
S.C.XPERT PCS.R.L.,eTenders
SERVALUXS.R.L.,eTenders
AUTO TYRESS.R.L.,eTenders
MAXIMUM AUTOS.R.L.,eTenders
FRANZELUŢAS.A.,eTenders
ARTPREST GRUPS.R.L.,eTenders
Amager SRL,eTenders
S.C.VADORMETS.R.L.,eTenders
S.C.SANEX-COMERŢS.R.L.,eTenders
SRL Victorinex,eTenders
SERVIABIL S.R.L.,eTenders
S.C.DIDAC-COMS.R.L.,eTenders
DITA ESTFARMS.R.L.,eTenders
ORIONS.R.L.,eTenders
S.C.PRIMLINIAS.R.L.,eTenders
LIMANI-GRUPS.R.L.,eTenders
APEXPROS.R.L.,eTenders
Î.C.S.LUKOIL-MOLDOVAS.R.L.,eTenders
