ocid,id,title,description,status,procurementMethod,tenderPeroid/startDate,tenderPeroid/endDate,procuringEntity/name,procuringEntity/id
ocds-ngfbwp-11815514,11815514,Tender Ref 16/00746 Bulletin 22,,Executarea contractului,Licitaţie publică,,,IMSP SCM nr.1,1003600152673
ocds-ngfbwp-11816862,11816862,Tender Ref 16/00747 Bulletin 19,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SR Telenesti,1003606150040
ocds-ngfbwp-11817862,11817862,Tender Ref 16/00748 Bulletin 22,,Executarea contractului,Licitaţie publică,,,I.M.S.P. INSTITUTUL DE CARDIOLOGIE,1003600150613
ocds-ngfbwp-11818666,11818666,Tender Ref 16/00749 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.P. CENTRUL REPUBLICAN DE DIAGNOSTICĂ VETERINARĂ,1005600030818
ocds-ngfbwp-11825671,11825671,Tender Ref 16/00750 Bulletin 18,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Spitalul Raional Floresti,1003607150140
ocds-ngfbwp-11827298,11827298,Tender Ref 16/00751 Bulletin 19,,Executarea contractului,Cerere a ofertelor de preţuri,,,DETS sect. CENTRU,1007601009417
ocds-ngfbwp-11830088,11830088,Tender Ref 16/00752 Bulletin 20,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL NISPORENI,1003609150340
ocds-ngfbwp-11830193,11830193,Tender Ref 16/00753 Bulletin 21,,Procedura finalizată,Cerere a ofertelor de preţuri,,,CONSILIUL RAIONAL UNGHENI,1007601003666
ocds-ngfbwp-11832435,11832435,Tender Ref 16/00754 Bulletin 19,,Procedura finalizată,Licitaţie publică,,,SERVICIUL DE INFORMAŢII ŞI SECURITATE AL REPUBLICII MOLDOVA,1006601000439
ocds-ngfbwp-11843299,11843299,Tender Ref 16/00755 Bulletin 18,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-11848617,11848617,Tender Ref 16/00756 Bulletin 20,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Raional Soroca A.PRISACARI,1003607150209
ocds-ngfbwp-11850404,11850404,Tender Ref 16/00757 Bulletin 22,,Executarea contractului,Licitaţie publică,,,CONSILIUL RAIONAL OCNIŢA,1007601009738
ocds-ngfbwp-11857221,11857221,Tender Ref 16/00758 Bulletin 18,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL DE NEUROLOGIE ŞI NEUROCHIRURGIE,1003600150602
ocds-ngfbwp-11859111,11859111,Tender Ref 16/00759 Bulletin 22,,Executarea contractului,Licitaţie publică,,,Serviciul Stare Civilă,1008601000400
ocds-ngfbwp-11866208,11866208,Tender Ref 16/00760 Bulletin 20,,Procedura finalizată,Cerere a ofertelor de preţuri,,,INSTITUŢIA MEDICO-SANITARĂ PUBLICĂ SPITALUL REPUBLICAN AL ASOCIAŢIEI CURATIV-SANATORIALE ŞI DE RECUPERARE,1006601003968
ocds-ngfbwp-11868030,11868030,Tender Ref 16/00761 Bulletin 25,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-11869176,11869176,Tender Ref 16/00762 Bulletin 29,,Procedura finalizată,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-11870014,11870014,Tender Ref 16/00763 Bulletin 20,,Procedura finalizată,Licitaţie publică,,,MINISTERUL MEDIULUI AL REPUBLICII MOLDOVA,1006601000071
ocds-ngfbwp-11870624,11870624,Tender Ref 16/00764 Bulletin 19,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Sud,1009601000290
ocds-ngfbwp-11871797,11871797,Tender Ref 16/00765 Bulletin 20,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"IMSP ""Spitalul raional Edineţ""",0100360415081
ocds-ngfbwp-11880097,11880097,Tender Ref 16/00766 Bulletin 32,,Executarea contractului,Licitaţie publică,,,SERVICIUL TEHNOLOGII INFORMAŢIONALE AL MINISTERULUI AFACERILOR INTERNE,1013601000521
ocds-ngfbwp-11882395,11882395,Tender Ref 16/00767 Bulletin 19,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP SR Hînceşti,1003605151372
ocds-ngfbwp-11884155,11884155,Tender Ref 16/00768 Bulletin 21,,Executarea contractului,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-11888181,11888181,Tender Ref 16/00769 Bulletin 20,,Executarea contractului,Licitaţie publică,,,I.M.S.P. SPITALUL RAIONAL SÎNGEREI,1003602150743
ocds-ngfbwp-11890254,11890254,Tender Ref 16/00770 Bulletin 22,,Executarea contractului,Licitaţie publică,,,IMSP AMT Ciocana,1003600152743
ocds-ngfbwp-11893590,11893590,Tender Ref 16/00771 Bulletin 24,,Procedura finalizată,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-11894490,11894490,Tender Ref 16/00772 Bulletin 20,,Executarea contractului,Licitaţie publică,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-11896153,11896153,Tender Ref 16/00773 Bulletin 20,,Procedura finalizată,Cerere a ofertelor de preţuri,,,MINISTERUL AFACERILOR EXTERNE ŞI INTEGRĂRII EUROPENE,1006601000129
ocds-ngfbwp-11896917,11896917,Tender Ref 16/00774 Bulletin 23,,Procedura finalizată,Licitaţie publică,,,IMSP SPITALUL RAIONAL ORHEI,1003606150028
ocds-ngfbwp-11898700,11898700,Tender Ref 16/00775 Bulletin 27,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția Națională pentru Siguranța Alimentelor,1013601000082
ocds-ngfbwp-11908784,11908784,Tender Ref 16/00776 Bulletin 20,,Executarea contractului,Licitaţie publică,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-11924352,11924352,Tender Ref 16/00777 Bulletin 22,,Executarea contractului,Licitaţie publică,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-11927683,11927683,Tender Ref 16/00778 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-11929240,11929240,Tender Ref 16/00779 Bulletin 21,,Executarea contractului,Licitaţie publică,,,I.M.S.P. SPITALUL RAIONAL RÎŞCANI,1003602150754
ocds-ngfbwp-11929273,11929273,Tender Ref 16/00780 Bulletin 20,,Executarea contractului,Licitaţie publică,,,I.M.S.P. Asociația Medicală Teritorială Centru,1003600153267
ocds-ngfbwp-11934015,11934015,Tender Ref 16/00781 Bulletin 20,,Executarea contractului,Licitaţie publică,,,DEPARTAMENTUL DOTĂRI AL MINISTERULUI APĂRĂRII,1006601001229
ocds-ngfbwp-11934960,11934960,Tender Ref 16/00782 Bulletin 24,,Executarea contractului,Licitaţie publică,,,CENTRUL NAŢIONAL DE SĂNĂTATE PUBLICĂ,1007601001123
ocds-ngfbwp-11937117,11937117,Tender Ref 16/00783 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PRIMĂRIA MUNICIPIULUI BĂLŢI,1007601003161
ocds-ngfbwp-11937619,11937619,Tender Ref 16/00784 Bulletin 20,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SR Telenesti,1003606150040
ocds-ngfbwp-11939183,11939183,Tender Ref 16/00785 Bulletin 20,,Executarea contractului,Licitaţie publică,,,DETS sect. CENTRU,1007601009417
ocds-ngfbwp-11939265,11939265,Tender Ref 16/00786 Bulletin 22,,Procedura finalizată,Licitaţie publică,,,IMSP Spitalul raional Ungheni,1003609150109
ocds-ngfbwp-11939415,11939415,Tender Ref 16/00787 Bulletin 21,,Executarea contractului,Licitaţie publică,,,CENTRUL NAŢIONAL DE TRANSFUZIE A SÎNGELUI,1006601004242
ocds-ngfbwp-11940163,11940163,Tender Ref 16/00788 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,Directia Educatie Tineret si Sport s-l Buiucani,1007601009967
ocds-ngfbwp-11944135,11944135,Tender Ref 16/00789 Bulletin 22,,Executarea contractului,Licitaţie publică,,,AZILUL REPUBLICAN PENTRU INVALIZI ŞI PENSIONARI MUN. CHIŞINĂU,1007601001282
ocds-ngfbwp-11946422,11946422,Tender Ref 16/00790 Bulletin 22,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-11957372,11957372,Tender Ref 16/00791 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.P.N.A. COMPANIA TELERADIO-MOLDOVA,1004600050558
ocds-ngfbwp-11963028,11963028,Tender Ref 16/00792 Bulletin 23,,Procedura finalizată,Licitaţie publică,,,DIRECŢIA GENERALĂ LOCATIV-COMUNALĂ ŞI AMENAJARE A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010493
ocds-ngfbwp-11963541,11963541,Tender Ref 16/00793 Bulletin 22,,Procedura finalizată,Licitaţie publică,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-11971123,11971123,Tender Ref 16/00794 Bulletin 24,,Anulată,Licitaţie publică,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-11971574,11971574,Tender Ref 16/00795 Bulletin 24,,Executarea contractului,Licitaţie publică,,,CONSILIUL RAIONAL IALOVENI,1013601000624
ocds-ngfbwp-11974627,11974627,Tender Ref 16/00796 Bulletin 21,,Executarea contractului,Licitaţie publică,,,UNIVERSITATEA AGRARĂ DE STAT DIN MOLDOVA,1007600002710
ocds-ngfbwp-11976642,11976642,Tender Ref 16/00797 Bulletin 22,,Executarea contractului,Licitaţie publică,,,I.M.S.P. Asociația Medicală Teritorială Centru,1003600153267
ocds-ngfbwp-11976729,11976729,Tender Ref 16/00798 Bulletin 23,,Procedura finalizată,Licitaţie publică,,,"IMSP ""Spitalul raional Edineţ""",0100360415081
ocds-ngfbwp-11977578,11977578,Tender Ref 16/00799 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Ministerul Sănătății,1006601000093
ocds-ngfbwp-11977828,11977828,Tender Ref 16/00800 Bulletin 51,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. Asociația Medicală Teritorială Centru,1003600153267
ocds-ngfbwp-11982517,11982517,Tender Ref 16/00801 Bulletin 22,,Procedura finalizată,Licitaţie publică,,,Departamentul Poliției de Frontieră al MAI,1006601000196
ocds-ngfbwp-11983101,11983101,Tender Ref 16/00802 Bulletin 22,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-11985428,11985428,Tender Ref 16/00803 Bulletin 30,,Executarea contractului,Licitaţie publică,,,Ministerul Afacerilor Interne,1006601000130
ocds-ngfbwp-11992958,11992958,Tender Ref 16/00805 Bulletin 21,,Anulată,Licitaţie publică,,,IMSP Spitalul Clinic Republican,1003600150783
ocds-ngfbwp-11994179,11994179,Tender Ref 16/00806 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-11994184,11994184,Tender Ref 16/00807 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-11997576,11997576,Tender Ref 16/00808 Bulletin 21,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PRIMĂRIA MUNICIPIULUI BĂLŢI,1007601003161
ocds-ngfbwp-11998708,11998708,Tender Ref 16/00809 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL TARACLIA,1003610003215
ocds-ngfbwp-11998988,11998988,Tender Ref 16/00810 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-11999365,11999365,Tender Ref 16/00811 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP SR CAHUL,1009603003860
ocds-ngfbwp-12000474,12000474,Tender Ref 16/00812 Bulletin 24,,Executarea contractului,Cerere a ofertelor de preţuri,,,PRIMĂRIA MUNICIPIULUI BĂLŢI,1007601003161
ocds-ngfbwp-12001465,12001465,Tender Ref 16/00813 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA GENERALĂ ASISTENŢĂ SOCIALĂ A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010541
ocds-ngfbwp-12002435,12002435,Tender Ref 16/00814 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-12005168,12005168,Tender Ref 16/00816 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-12007566,12007566,Tender Ref 16/00817 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL IALOVENI,1003600157232
ocds-ngfbwp-12010757,12010757,Tender Ref 16/00818 Bulletin 23,,Executarea contractului,Licitaţie publică,,,IMSP Centrul Republican de Diagnosticare Medicală,1003600150196
ocds-ngfbwp-12011066,12011066,Tender Ref 16/00821 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,DETS  RÎŞCANI,1007601009716
ocds-ngfbwp-12014183,12014183,Tender Ref 16/00822 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,U.P.S. ION CREANGĂ din mun. Chișinău,1007600035769
ocds-ngfbwp-12018274,12018274,Tender Ref 16/00823 Bulletin 28,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-12019667,12019667,Tender Ref 16/00824 Bulletin 23,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-12019807,12019807,Tender Ref 16/00825 Bulletin 24,,Anulată,Licitaţie publică,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-12020324,12020324,Tender Ref 16/00826 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Clinic de Psihiatrie,1003600150554
ocds-ngfbwp-12023236,12023236,Tender Ref 16/00828 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. Asociația Medicală Teritorială Centru,1003600153267
ocds-ngfbwp-12023817,12023817,Tender Ref 16/00829 Bulletin 26,,Executarea contractului,Cerere a ofertelor de preţuri,,,Consiliul Raional Nisporeni,1007601004788
ocds-ngfbwp-12023951,12023951,Tender Ref 16/00830 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. Spitalul Raional Soroca A.PRISACARI,1003607150209
ocds-ngfbwp-12024586,12024586,Tender Ref 16/00831 Bulletin 24,,Executarea contractului,Cerere a ofertelor de preţuri,,,CR Orhei,1007601005523
ocds-ngfbwp-12024610,12024610,Tender Ref 16/00832 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,CR Orhei,1007601005523
ocds-ngfbwp-12026535,12026535,Tender Ref 16/00833 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-12031171,12031171,Tender Ref 16/00834 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-12033895,12033895,Tender Ref 16/00837 Bulletin 28,,Executarea contractului,Cerere a ofertelor de preţuri,,,Agenția de Dezvoltare Regională Centru,1009601000289
ocds-ngfbwp-12035525,12035525,Tender Ref 16/00838 Bulletin 21,,Executarea contractului,Licitaţie publică,,,UNIVERSITATEA AGRARĂ DE STAT DIN MOLDOVA,1007600002710
ocds-ngfbwp-12035767,12035767,Tender Ref 16/00839 Bulletin 24,,Anulată,Licitaţie publică,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-12038098,12038098,Tender Ref 16/00841 Bulletin 25,,Executarea contractului,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-12039378,12039378,Tender Ref 16/00842 Bulletin 21,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP Institutul Oncologic,1003600151023
ocds-ngfbwp-12039403,12039403,Tender Ref 16/00843 Bulletin 24,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Departamentul Instituțiilor Penitenciare,1006601001012
ocds-ngfbwp-12042974,12042974,Tender Ref 16/00844 Bulletin 21,,Executarea contractului,Licitaţie publică,,,I.M.S.P. INSTITUTUL DE NEUROLOGIE ŞI NEUROCHIRURGIE,1003600150602
ocds-ngfbwp-12046396,12046396,Tender Ref 16/00845 Bulletin 26,,Executarea contractului,Cerere a ofertelor de preţuri,,,DIRECŢIA GENERALĂ ASISTENŢĂ SOCIALĂ A CONSILIULUI MUNICIPAL CHIŞINĂU,1007601010541
ocds-ngfbwp-12052893,12052893,Tender Ref 16/00846 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SCM nr.1,1003600152673
ocds-ngfbwp-12054636,12054636,Tender Ref 16/00847 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,Ministerul Finanţelor,1006601000037
ocds-ngfbwp-12056890,12056890,Tender Ref 16/00848 Bulletin 21,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP SPITALUL RAIONAL ORHEI,1003606150028
ocds-ngfbwp-12057382,12057382,Tender Ref 16/00849 Bulletin 26,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-12058023,12058023,Tender Ref 16/00850 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SCM nr.1,1003600152673
ocds-ngfbwp-12059181,12059181,Tender Ref 16/00851 Bulletin 22,,Procedura finalizată,Licitaţie publică,,,MINISTERUL DEZVOLTĂRII REGIONALE ŞI CONSTRUCŢIILOR,1008601000570
ocds-ngfbwp-12062269,12062269,Tender Ref 16/00852 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,Banca Nationala a Moldovei,0000000079592
ocds-ngfbwp-12067187,12067187,Tender Ref 16/00853 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,IMSP SCM nr.1,1003600152673
ocds-ngfbwp-12067230,12067230,Tender Ref 16/00854 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,CR Orhei,1007601005523
ocds-ngfbwp-12068518,12068518,Tender Ref 16/00855 Bulletin 31,,Executarea contractului,Licitaţie publică,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BUIUCANI,1003600153131
ocds-ngfbwp-12068593,12068593,Tender Ref 16/00856 Bulletin 27,,Executarea contractului,Licitaţie publică,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BUIUCANI,1003600153131
ocds-ngfbwp-12068668,12068668,Tender Ref 16/00857 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. ASOCIAŢIA MEDICALĂ TERITORIALĂ BUIUCANI,1003600153131
ocds-ngfbwp-12071953,12071953,Tender Ref 16/00858 Bulletin 28,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-12072266,12072266,Tender Ref 16/00859 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-12073402,12073402,Tender Ref 16/00860 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,CR Orhei,1007601005523
ocds-ngfbwp-12074029,12074029,Tender Ref 16/00861 Bulletin 24,,Executarea contractului,Licitaţie publică,,,IMSP INSTITUTUL DE MEDICINĂ URGENTĂ,1003600152606
ocds-ngfbwp-12074615,12074615,Tender Ref 16/00862 Bulletin 23,,Procedura finalizată,Licitaţie publică,,,Ministerul Culturii,1006601000107
ocds-ngfbwp-12074799,12074799,Tender Ref 16/00863 Bulletin 21,,Executarea contractului,Cerere a ofertelor de preţuri,,,"I.M.S.P. SPITALUL RAIONAL DROCHIA ""NICOLAE TESTEMIŢANU""",1003607150139
ocds-ngfbwp-12075088,12075088,Tender Ref 16/00864 Bulletin 21,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP SPITALUL RAIONAL ORHEI,1003606150028
ocds-ngfbwp-12076671,12076671,Tender Ref 16/00865 Bulletin 26,,Procedura finalizată,Licitaţie publică,,,I.M.S.P. SPITALUL RAIONAL CĂLĂRAŞI,1003609150317
ocds-ngfbwp-12076907,12076907,Tender Ref 16/00866 Bulletin 26,,Executarea contractului,Cerere a ofertelor de preţuri,,,Consiliul Raional Nisporeni,1007601004788
ocds-ngfbwp-12080062,12080062,Tender Ref 16/00867 Bulletin 22,,Executarea contractului,Licitaţie publică,,,INSPECTORATUL GENERAL AL POLIŢIEI,1013601000495
ocds-ngfbwp-12083618,12083618,Tender Ref 16/00868 Bulletin 26,,Executarea contractului,Cerere a ofertelor de preţuri,,,Consiliul Raional Nisporeni,1007601004788
ocds-ngfbwp-12084617,12084617,Tender Ref 16/00869 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. CENTRUL NAŢIONAL DE ASISTENŢĂ MEDICALĂ URGENTĂ PRESPITALICEASCĂ,1015600032824
ocds-ngfbwp-12085795,12085795,Tender Ref 16/00870 Bulletin 29,,Procedura finalizată,Licitaţie publică,,,Ministerul Culturii,1006601000107
ocds-ngfbwp-12086146,12086146,Tender Ref 16/00871 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,Agentia Medicamentului şi Dispozitivelor Medicale,1006601004002
ocds-ngfbwp-12089180,12089180,Tender Ref 16/00872 Bulletin 25,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P.S.R. Căuşeni ANA ŞI ALEXANDRU,1003608150033
ocds-ngfbwp-12090054,12090054,Tender Ref 16/00873 Bulletin 24,,Executarea contractului,Cerere a ofertelor de preţuri,,,CR Orhei,1007601005523
ocds-ngfbwp-12093928,12093928,Tender Ref 16/00875 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-12097866,12097866,Tender Ref 16/00876 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,INSTITUTUL NAŢIONAL AL JUSTIŢIEI,1006601001126
ocds-ngfbwp-12100097,12100097,Tender Ref 16/00877 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-12100874,12100874,Tender Ref 16/00878 Bulletin 22,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. Asociația Medicală Teritorială Centru,1003600153267
ocds-ngfbwp-12107397,12107397,Tender Ref 16/00879 Bulletin 25,,Anulată,Cerere a ofertelor de preţuri,,,Consiliul Raional Nisporeni,1007601004788
ocds-ngfbwp-12114106,12114106,Tender Ref 16/00880 Bulletin 23,,Procedura finalizată,Cerere a ofertelor de preţuri,,,PRIMĂRIA MUNICIPIULUI BĂLŢI,1007601003161
ocds-ngfbwp-12121087,12121087,Tender Ref 16/00881 Bulletin 22,,Executarea contractului,Licitaţie publică,,,SERVICIUL TEHNOLOGII INFORMAŢIONALE AL MINISTERULUI AFACERILOR INTERNE,1013601000521
ocds-ngfbwp-12121171,12121171,Tender Ref 16/00882 Bulletin 30,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-12122048,12122048,Tender Ref 16/00883 Bulletin 24,,Anulată,Cerere a ofertelor de preţuri,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-12124352,12124352,Tender Ref 16/00884 Bulletin 24,,Anulată,Cerere a ofertelor de preţuri,,,Direcția sănătății a Consiliului municipal Chișinău,1007601009428
ocds-ngfbwp-12131245,12131245,Tender Ref 16/00885 Bulletin 25,,Executarea contractului,Cerere a ofertelor de preţuri,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-12132238,12132238,Tender Ref 16/00886 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"I.M.S.P. SPITALUL RAIONAL DROCHIA ""NICOLAE TESTEMIŢANU""",1003607150139
ocds-ngfbwp-12134150,12134150,Tender Ref 16/00887 Bulletin 25,,Executarea contractului,Licitaţie publică,,,IP USMF Nicolae Testemițanu,1007600000794
ocds-ngfbwp-12134317,12134317,Tender Ref 16/00888 Bulletin 31,,Executarea contractului,Licitaţie publică,,,SECRETARIATUL PARLAMENTULUI REPUBLICII MOLDOVA,1006601003762
ocds-ngfbwp-12134530,12134530,Tender Ref 16/00889 Bulletin 24,,Executarea contractului,Cerere a ofertelor de preţuri,,,GRĂDINA ZOOLOGICĂ Î.M.,1003600114422
ocds-ngfbwp-12135628,12135628,Tender Ref 16/00890 Bulletin 23,,Procedura finalizată,Licitaţie publică,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-12136306,12136306,Tender Ref 16/00891 Bulletin 22,,Procedura finalizată,Cerere a ofertelor de preţuri,,,I.M.S.P. SPITALUL RAIONAL CĂLĂRAŞI,1003609150317
ocds-ngfbwp-12137454,12137454,Tender Ref 16/00892 Bulletin 29,,Procedura finalizată,Cerere a ofertelor de preţuri,,,"I.M.S.P. SPITALUL CLINIC MUNICIPAL ""SFÂNTA TREIME""",1003600152592
ocds-ngfbwp-12138117,12138117,Tender Ref 16/00893 Bulletin 28,,Procedura finalizată,Cerere a ofertelor de preţuri,,,IMSP SR CAHUL,1009603003860
ocds-ngfbwp-12152095,12152095,Tender Ref 16/00896 Bulletin 24,,Executarea contractului,Licitaţie publică,,,Ministerul Educației,1006601000082
ocds-ngfbwp-12156907,12156907,Tender Ref 16/00897 Bulletin 25,,Executarea contractului,Cerere a ofertelor de preţuri,,,I.M.S.P. INSTITUTUL MAMEI ŞI COPILULUI,1003600151643
ocds-ngfbwp-12156982,12156982,Tender Ref 16/00898 Bulletin 24,,Executarea contractului,Cerere a ofertelor de preţuri,,,PROCURATURA GENERALĂ A REPUBLICII MOLDOVA,1006601003865
ocds-ngfbwp-12157663,12157663,Tender Ref 16/00899 Bulletin 25,,Executarea contractului,Licitaţie publică,,,Casa Naţională de Asigurări Sociale,1004600030235
ocds-ngfbwp-12159175,12159175,Tender Ref 16/00900 Bulletin 24,,Executarea contractului,Licitaţie publică,,,ASEM,1007600005951
ocds-ngfbwp-12168268,12168268,Tender Ref 16/00901 Bulletin 26,,Executarea contractului,Licitaţie publică,,,UNIVERSITATEA AGRARĂ DE STAT DIN MOLDOVA,1007600002710
ocds-ngfbwp-12168450,12168450,Tender Ref 16/00902 Bulletin 25,,Executarea contractului,Cerere a ofertelor de preţuri,,,CR Orhei,1007601005523
